"Brand","Model","KM Driven","Km/L","Range (Electric)","Gear","Motor Specs","Price","GPS","Trailer Hitch","4WD","Parkingsensor","Cruise Control","Antispin","ESP","El-Sæder","Leather Interior","Glass Roof","Headup Display","Isofix","Klimaanlæg","Regnsensor","Soltag","Sports Package","Seatwarmer","Xenon Lights","Non-Smoker","One-Owner","Service OK","Nysynet","Demo Car","Partly Leather Interior","CVR/Engros","Full Leather","Adaptive Cruise Control","Link","Year","Fuel_Type","Horsepower"
"Ford","Mustang",188500,NA,NA,"Automatgear","El

218 kW

297 HK",235000,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4818779-brugt-ford-mustang-mach-e-98-kwh-294-hk-suv-rwd-idm",2021,"El",297
"Hyundai","Ioniq",0,NA,NA,"Automatgear","El

257 kW

350 HK",364485,"Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4715230-ny-hyundai-ioniq-5-essential",2023,"El",350
"Hyundai","Ioniq",6,NA,NA,"Manuelt gear","El

257 kW

350 HK",468485,"No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4558083-ny-hyundai-ioniq-6-ultimate",2023,"El",350
"Hyundai","Ioniq",5000,NA,NA,"Automatgear","El

257 kW

350 HK",404900,"Yes","No","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4578298-brugt-hyundai-ioniq-6-advanced",2023,"El",350
"Hyundai","Kona",71500,NA,NA,"Manuelt gear","El

290 kW

395 HK",313900,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4165887-brugt-hyundai-kona-ev-advanced",2020,"El",395
"Hyundai","Kona",118500,NA,NA,"Manuelt gear","El

290 kW

395 HK",164900,"No","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4139192-brugt-hyundai-kona-ev-trend",2019,"El",395
"MG","ZS",20000,NA,NA,"Automatgear","El

105 kW

143 HK",144900,"No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4736524-brugt-mg-zs-ev-el-luxury-143hk-5d-trinl-gear",2020,"El",143
"MG","ZS",14000,NA,NA,"Automatgear","El

130 kW

177 HK",189800,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4822479-brugt-mg-zs-ev-el-luxury-177hk-5d-aut",2020,"El",177
"Nissan","Ariya",10000,NA,NA,"Automatgear","El

221 kW

301 HK",456900,"Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","https://www.autouncle.dk/da/d/4807893-brugt-nissan-ariya-el-evolve-e-4orce-301hk-5d-aut",2023,"El",301
"Nissan","Ariya",9000,NA,NA,"Automatgear","El

221 kW

301 HK",456900,"Yes","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4797986-brugt-nissan-ariya-el-evolve-e-4orce-301hk-5d-aut",2023,"El",301
"Nissan","Leaf",137000,NA,NA,"Automatgear","El

83 kW

114 HK",115000,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4788556-brugt-nissan-leaf-150-hk-aut",2018,"El",114
"Nissan","Townstar",500,NA,NA,"Automatgear","El

89 kW

122 HK",238900,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4509750-brugt-nissan-townstar-l1-el-n-connecta-122hk-van-aut",2022,"El",122
"Opel","Mokka-e",32000,NA,NA,"Automatgear","El

100 kW

136 HK",189900,"Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","https://www.autouncle.dk/da/d/4830968-brugt-opel-mokka-e-el-ultimate-136hk-5d-aut",2020,"El",136
"Renault","Mégane",1000,NA,NA,"Automatgear","El

161 kW

220 HK",299900,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4783930-ny-renault-megane-iv",2020,"El",220
"Renault","Mégane",10000,NA,NA,"Automatgear","El

161 kW

220 HK",299800,"Yes","No","No","Yes","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Yes","https://www.autouncle.dk/da/d/4059010-brugt-renault-megane-iv-techno",2020,"El",220
"Skoda","Enyaq",0,NA,NA,"Automatgear","El

44 kW

60 HK",417990,"Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4462071-ny-skoda-enyaq-iv-60-iv-coupe",2023,"El",60
"Tesla","Model 3",130000,NA,NA,"Automatgear","El

361 kW

491 HK",235000,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4771383-brugt-tesla-model-3-long-range-dual-motor-4-dr",2020,"El",491
"BMW","i4",56000,NA,NA,"Automatgear","El

247 kW

336 HK",530000,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4551136-brugt-bmw-i4-edrive40-gran-coupe-m-model",2020,"El",336
"Fiat","500e",13244,14,331,"Automatgear","El

86 kW

118 HK",209890,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4680535-brugt-fiat-500e-el-la-prima-118hk-cabr-trinl-gear",2020,"El",118
"Fiat","500e",205,14,331,"Automatgear","El

86 kW

118 HK",239900,"Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4623542-brugt-fiat-500e-el-la-prima-118hk-cabr-trinl-gear",2020,"El",118
"Fiat","500e",16000,14,331,"Automatgear","El

86 kW

118 HK",215800,"No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4709631-brugt-fiat-500e-el-passion-118hk-cabr-trinl-gear",2020,"El",118
"Fiat","500e",7400,14.4,310,"Automatgear","El

86 kW

118 HK",159900,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4832080-brugt-fiat-500e-icon",2020,"El",118
"Fiat","500e",15000,NA,322,"Automatgear","El

86 kW

118 HK",160000,"No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","https://www.autouncle.dk/da/d/4820365-brugt-fiat-500e-icon",2020,"El",118
"Fiat","500e",7000,14.4,310,"Automatgear","El

86 kW

118 HK",179900,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4424422-brugt-fiat-500e-el-icon-118hk-3d-trinl-gear",2020,"El",118
"Fiat","Doblò",7000,NA,278,"Automatgear","El

100 kW

136 HK",219900,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4604851-brugt-fiat-doblo-e-50-l1-primo",2020,"El",136
"Ford","Mustang",15,19.6,428,"Automatgear","El

231 kW

315 HK",444900,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4769941-ny-ford-mustang-mach-e-premium-standard-range-awd",2020,"El",315
"Ford","Mustang",6000,20,500,"Automatgear","El

358 kW

487 HK",524900,"Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","Yes","https://www.autouncle.dk/da/d/4740577-brugt-ford-mustang-mach-e-gt-extended-range-awd",2020,"El",487
"Ford","Mustang",12,17.2,600,"Automatgear","El

216 kW

294 HK",474900,"Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4790610-ny-ford-mustang-mach-e-premium-extended-range",2020,"El",294
"Ford","Mustang",25,17.2,600,"Automatgear","El

216 kW

294 HK",469900,"Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4770007-ny-ford-mustang-mach-e-premium-extended-range",2020,"El",294
"Ford","Mustang",10,18.8,550,"Automatgear","El

258 kW

351 HK",506900,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4832296-ny-ford-mustang-mach-e-premium-extended-range-awd",2020,"El",351
"Ford","Mustang",14,18.8,550,"Automatgear","El

258 kW

351 HK",499900,"Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","https://www.autouncle.dk/da/d/4720639-ny-ford-mustang-mach-e-premium-extended-range-awd",2020,"El",351
"Ford","Mustang",188500,16.5,610,"Automatgear","El

216 kW

294 HK",235000,"Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","https://www.autouncle.dk/da/d/4818798-brugt-ford-mustang-mach-e-mustang-extended-long-range-rwd-98-kwh",2021,"El",294
"Ford","Mustang",9500,18.7,540,"Automatgear","El

269 kW

367 HK",419000,"Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4207066-brugt-ford-mustang-mach-e-98-kwh-351-hk-suv-awd-idm",2020,"El",367
"Honda","e",0,17.2,222,"Automatgear","El

113 kW

154 HK",249800,"Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","https://www.autouncle.dk/da/d/4018892-brugt-honda-e-el-advanccvt-154hk-5d-trinl-gear",2021,"El",154
"Honda","e",23000,17.2,222,"Automatgear","El

113 kW

154 HK",224900,"Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4608141-brugt-honda-e-el-advanccvt-154hk-5d-trinl-gear",2020,"El",154
"Hyundai","Ioniq",500,17,507,"Automatgear","El

168 kW

229 HK",349900,"Yes","No","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4799082-ny-hyundai-ioniq-5-electric-77-4-kwh-advanced-229hk-5d-trinl-gear",2020,"El",229
"Hyundai","Ioniq",500,17,507,"Automatgear","El

168 kW

229 HK",369900,"Yes","No","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4660983-ny-hyundai-ioniq-5-electric-77-4-kwh-advanced-229hk-5d-trinl-gear",2020,"El",229
"Hyundai","Kona",1000,14.7,514,"Automatgear","El

159 kW

217 HK",312900,"Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4668282-ny-hyundai-kona-electric-65-4-kwh-essential-long-range-217hk-5d-aut",2020,"El",217
"Hyundai","Ioniq",500,17,507,"Automatgear","El

168 kW

229 HK",379900,"Yes","No","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4666781-ny-hyundai-ioniq-5-electric-77-4-kwh-ultimate-229hk-5d-trinl-gear",2020,"El",229
"Hyundai","Kona",100,14.7,514,"Automatgear","El

159 kW

217 HK",312900,"Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4748773-ny-hyundai-kona-electric-65-4-kwh-essential-long-range-217hk-5d-aut",2020,"El",217
"Hyundai","Ioniq",100,17,507,"Automatgear","El

168 kW

229 HK",384900,"Yes","No","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4666936-ny-hyundai-ioniq-5-electric-77-4-kwh-ultimate-229hk-5d-trinl-gear",2020,"El",229
"Hyundai","Ioniq",0,14.3,614,"Automatgear","El

168 kW

229 HK",414990,"Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4622864-ny-hyundai-ioniq-6-el-ultimate-229hk-aut",2023,"El",229
"Hyundai","Ioniq",0,14.3,614,"Automatgear","El

168 kW

229 HK",404995,"Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4678785-ny-hyundai-ioniq-6-el-ultimate-229hk-aut",2023,"El",229
"Hyundai","Ioniq",4500,14.3,614,"Automatgear","El

168 kW

229 HK",399900,"Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4551729-brugt-hyundai-ioniq-6-el-ultimate-229hk-aut",2020,"El",229
"Hyundai","Kona",23000,14.7,484,"Automatgear","El

150 kW

204 HK",274900,"Yes","No","No","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4831083-brugt-hyundai-kona-el-ultimate-204hk-5d-trinl-gear",2020,"El",204
"Hyundai","Kona",17500,14.7,484,"Automatgear","El

150 kW

204 HK",279900,"No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4432913-brugt-hyundai-kona-el-essential-204hk-5d-trinl-gear",2020,"El",204
"Hyundai","Kona",100,14.7,514,"Automatgear","El

159 kW

217 HK",353900,"Yes","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","https://www.autouncle.dk/da/d/4682881-ny-hyundai-kona-electric-65-4-kwh-ultimate-long-range-217hk-5d-aut",2020,"El",217
"Hyundai","Kona",1000,14.7,514,"Automatgear","El

159 kW

217 HK",352900,"Yes","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","https://www.autouncle.dk/da/d/4670269-ny-hyundai-kona-electric-65-4-kwh-ultimate-long-range-217hk-5d-aut",2020,"El",217
"Hyundai","Kona",3500,14.7,514,"Automatgear","El

159 kW

217 HK",349900,"Yes","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","https://www.autouncle.dk/da/d/4611053-brugt-hyundai-kona-electric-65-4-kwh-ultimate-long-range-217hk-5d-aut",2020,"El",217
"Hyundai","Kona",72000,14.7,484,"Automatgear","El

148 kW

202 HK",199800,"No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4595392-brugt-hyundai-kona-ev-automatisk",2020,"El",202
"Kia","Soul",16500,15.7,452,"Automatgear","El

150 kW

204 HK",220000,"No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4822976-brugt-kia-soul-ev",2023,"El",204
"Kia","EV6",15,16.5,528,"Automatgear","El

168 kW

229 HK",399900,"Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4708839-ny-kia-ev6-el-long-range-gt-line-229hk-5d-trinl-gear",2020,"El",229
"Kia","EV6",30,16.5,528,"Automatgear","El

168 kW

229 HK",399900,"Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4731612-ny-kia-ev6-el-long-range-gt-line-229hk-5d-trinl-gear",2020,"El",229
"Kia","EV9",8000,22.8,505,"Automatgear","El

282 kW

384 HK",729900,"Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4679226-brugt-kia-ev9-long-range-performance-gt-line-awd",2020,"El",384
"Kia","e-Niro",49500,15.9,455,"Automatgear","El

150 kW

204 HK",224900,"Yes","No","No","No","Yes","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4818348-brugt-kia-e-niro-64-comfort",2020,"El",204
"Kia","EV6",12096,17.2,506,"Automatgear","El

239 kW

325 HK",419900,"Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4583240-brugt-kia-ev6-el-performance-gt-line-4x4-325hk-5d-trinl-gear",2020,"El",325
"Mazda","MX30",350,17.9,200,"Automatgear","El

106 kW

145 HK",189890,"Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4809751-ny-mazda-mx30-e-skyactiv-prime-line-145hk-5d-aut",2020,"El",145
"Mazda","MX30",65,17.9,200,"Automatgear","El

106 kW

145 HK",197000,"Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Yes","https://www.autouncle.dk/da/d/4561504-ny-mazda-mx30-e-skyactive-exclusive-line",2020,"El",145
"Mercedes","EQA250",28000,NA,424,"Automatgear","El

139 kW

190 HK",299900,"Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4833691-brugt-mercedes-eqa250",2020,"El",190
"Mercedes","EQE350",9000,17.5,597,"Automatgear","El

214 kW

292 HK",545000,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4830959-brugt-mercedes-eqe350-electric-art-4-dors",2023,"El",292
"Mercedes","EQE350",5000,NA,668,"Automatgear","El

214 kW

292 HK",649000,"No","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","https://www.autouncle.dk/da/d/4663296-brugt-mercedes-eqe350-eqe350-amg-line",2020,"El",292
"Mercedes","EQB250",9000,16.3,474,"Automatgear","El

139 kW

190 HK",329000,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4784885-brugt-mercedes-eqb250-5-ars-100-garanti-proppet-med-udstyr",2022,"El",190
"Mercedes","EQE",20000,NA,531,"Automatgear","El

350 kW

476 HK",779900,"Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4433012-brugt-mercedes-eqe-amg-43-4matic",2020,"El",476
"Mercedes","EQB250",8000,16.3,474,"Automatgear","El

139 kW

190 HK",399000,"Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4701233-brugt-mercedes-eqb250-250",2022,"El",190
"Mini","Cooper",9000,NA,231,"Automatgear","El

135 kW

184 HK",199900,"Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","https://www.autouncle.dk/da/d/4410164-brugt-mini-cooper-se",2020,"El",184
"Mini","Cooper",19000,NA,231,"Automatgear","El

135 kW

184 HK",184800,"Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","https://www.autouncle.dk/da/d/4772912-brugt-mini-cooper-se-classic-trim",2020,"El",184
"Mini","Cooper",6058,NA,226,"Automatgear","El

135 kW

184 HK",227900,"Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","https://www.autouncle.dk/da/d/4311269-brugt-mini-cooper-se-maximise",2020,"El",184
"Mini","Cooper",5200,NA,228,"Automatgear","El

135 kW

184 HK",237900,"Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","https://www.autouncle.dk/da/d/4311270-brugt-mini-cooper-se-resolute-edition",2020,"El",184
"Mini","Cooper",72000,15.2,234,"Automatgear","El

135 kW

184 HK",139900,"Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","https://www.autouncle.dk/da/d/4788651-brugt-mini-cooper-se-essential",2020,"El",184
"Mini","Cooper",9000,NA,231,"Automatgear","El

135 kW

184 HK",229000,"Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4722150-brugt-mini-cooper-se-classic-trim",2020,"El",184
"Nissan","Leaf",41500,NA,378,"Automatgear","El

110 kW

150 HK",149900,"Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","https://www.autouncle.dk/da/d/4545480-brugt-nissan-leaf-40-tekna",2020,"El",150
"Nissan","Ariya",0,18.5,536,"Automatgear","El

177 kW

242 HK",429900,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4816572-ny-nissan-ariya-evolve",2023,"El",242
"Nissan","Leaf",49120,17.1,270,"Automatgear","El

110 kW

150 HK",154900,"Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No","https://www.autouncle.dk/da/d/4702758-brugt-nissan-leaf-el-tekna-40-kwh-150hk-5d-aut",2018,"El",150
"Nissan","Townstar",500,18,285,"Automatgear","El

89 kW

122 HK",259900,"Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","No","Yes","No","No","https://www.autouncle.dk/da/d/4455601-brugt-nissan-townstar-l1-el-tekna-122hk-van-aut",2022,"El",122
"Nissan","Leaf",5000,NA,199,"Automatgear","El

110 kW

150 HK",224900,"Yes","No","No","No","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","https://www.autouncle.dk/da/d/3109978-brugt-nissan-leaf-el-el-tekna-40-kwh-150hk-5d-aut",2020,"El",150
"Opel","Corsa-e",34000,16.5,337,"Automatgear","El

100 kW

136 HK",159000,"No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","https://www.autouncle.dk/da/d/4688757-brugt-opel-corsa-e-el-first-edition-136hk-5d-trinl-gear",2020,"El",136
"Opel","Mokka-e",15000,17.4,324,"Automatgear","El

100 kW

136 HK",209000,"No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","https://www.autouncle.dk/da/d/4369464-brugt-opel-mokka-e-edition",2020,"El",136
"Opel","Mokka-e",5600,15.8,338,"Automatgear","El

100 kW

136 HK",244000,"Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","https://www.autouncle.dk/da/d/4392895-brugt-opel-mokka-e",2020,"El",136
"Opel","Combo-e",27000,NA,250,"Automatgear","El

100 kW

136 HK",199995,"Yes","Yes","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4807556-brugt-opel-combo-e-life-50-elegance-l1",2020,"El",136
"Opel","Combo-e",39000,NA,250,"Automatgear","El

100 kW

136 HK",219900,"No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4771533-brugt-opel-combo-e-life-50-elegance-l2",2020,"El",136
"Opel","Vivaro-e",1e+05,NA,230,"Automatgear","El

100 kW

136 HK",314900,"No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4217962-brugt-opel-vivaro-e-combi-l3v1-el-enjoy-136hk-van-trinl-gear",2020,"El",136
"Peugeot","e-208",9700,16.4,340,"Automatgear","El

100 kW

136 HK",189900,"No","No","No","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","https://www.autouncle.dk/da/d/4665768-brugt-peugeot-e-208-el-gt-pack-136hk-5d-6g-aut",2020,"El",136
