"Brand","Model","KM Driven","Km/L","Range (Electric)","Gear","Motor Specs","Price","GPS","Trailer Hitch","4WD","Parkingsensor","Cruise Control","Antispin","ESP","El-Sæder","Leather Interior","Glass Roof","Headup Display","Isofix","Klimaanlæg","Regnsensor","Soltag","Sports Package","Seatwarmer","Xenon Lights","Non-Smoker","One-Owner","Service OK","Nysynet","Demo Car","Partly Leather Interior","CVR/Engros","Full Leather","Adaptive Cruise Control","Link","Year","Fuel_Type","Horsepower"
"Polestar","2",18000,19.4,487,"Automatgear","El

300 kW

408 HK",309800,"Yes","No","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","https://www.autouncle.dk/da/d/4816442-brugt-polestar-2-performance-awd",2020,"El",408
"Polestar","2",29000,17.1,551,"Automatgear","El

169 kW

231 HK",279900,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4797663-brugt-polestar-2-long-range",2023,"El",231
"Polestar","2",31000,17.1,551,"Automatgear","El

169 kW

231 HK",279900,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4830552-brugt-polestar-2-long-range",2023,"El",231
"Polestar","2",25260,NA,542,"Automatgear","El

169 kW

231 HK",289900,"Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4785157-brugt-polestar-2-long-range",2020,"El",231
"Polestar","2",23990,NA,414,"Automatgear","El

164 kW

224 HK",259900,"Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4785158-brugt-polestar-2-standard-range",2020,"El",224
"Polestar","2",30000,17.1,551,"Automatgear","El

169 kW

231 HK",279000,"Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4830075-brugt-polestar-2-long-range",2020,"El",231
"Polestar","2",21000,19.4,487,"Automatgear","El

300 kW

408 HK",319900,"Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4758604-brugt-polestar-2-el-long-range-plus-awd-408hk-5d-trinl-gear",2023,"El",408
"Polestar","2",36000,17.1,551,"Automatgear","El

169 kW

231 HK",304900,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4726132-brugt-polestar-2-long-range-single-motorsporgsmal-fa-hurtigt-svar",2020,"El",231
"Polestar","2",32000,17.1,551,"Automatgear","El

169 kW

231 HK",314900,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4726799-brugt-polestar-2-long-range-single-motorsporgsmal-fa-hurtigt-svar",2020,"El",231
"Polestar","2",22438,17.1,440,"Automatgear","El

164 kW

224 HK",259900,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4790929-brugt-polestar-2-el-standard-range-224hk-5d-aut-sporgsmal-fa-hurtigt-svar",2020,"El",224
"Polestar","2",21338,17.1,440,"Automatgear","El

164 kW

224 HK",279900,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4724108-brugt-polestar-2-std-range-single-motor-64kwhsporgsmal-fa-hurtigt-svar",2020,"El",224
"Polestar","2",19880,17.1,440,"Automatgear","El

164 kW

224 HK",279900,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4709323-brugt-polestar-2-std-range-single-motor-69kwhsporgsmal-fa-hurtigt-svar",2020,"El",224
"Polestar","2",26000,NA,469,"Automatgear","El

300 kW

408 HK",319900,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4809318-brugt-polestar-2-long-range-awd",2020,"El",408
"Polestar","2",21000,NA,414,"Automatgear","El

164 kW

224 HK",299900,"Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","No","Yes","https://www.autouncle.dk/da/d/4750329-brugt-polestar-2-standard-range",2020,"El",224
"Polestar","2",32000,17.1,440,"Automatgear","El

164 kW

224 HK",284900,"Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4819099-brugt-polestar-2-pre",2020,"El",224
"Polestar","2",32000,19.4,487,"Automatgear","El

300 kW

408 HK",299900,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","No","Yes","No","No","No","https://www.autouncle.dk/da/d/4692244-brugt-polestar-2-el-long-range-awd-408hk-5d-trinl-gear",2020,"El",408
"Polestar","2",19000,19.4,487,"Automatgear","El

300 kW

408 HK",329900,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4755197-brugt-polestar-2-performance-awd",2020,"El",408
"Polestar","2",28000,17.1,440,"Automatgear","El

164 kW

224 HK",264900,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4826068-brugt-polestar-2-standard-range",2020,"El",224
"Polestar","2",91000,NA,482,"Automatgear","El

300 kW

408 HK",268500,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4750198-brugt-polestar-2-long-range-awd",2020,"El",408
"Polestar","2",42000,19.2,471,"Automatgear","El

300 kW

408 HK",309900,"Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","https://www.autouncle.dk/da/d/4828832-brugt-polestar-2-el-performance-plus-awd-408hk-5d-aut",2020,"El",408
"Polestar","2",39000,NA,482,"Automatgear","El

300 kW

408 HK",319800,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","https://www.autouncle.dk/da/d/4825571-brugt-polestar-2-long-range-awd",2020,"El",408
"Polestar","2",20000,19.4,487,"Automatgear","El

300 kW

408 HK",359900,"Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4788898-brugt-polestar-2-el-long-range-plus-awd-408hk-5d-trinl-gear",2020,"El",408
"Polestar","2",35000,19.4,487,"Automatgear","El

300 kW

408 HK",289900,"Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4765701-brugt-polestar-2-el-intro-dual-motor-awd-408hk-5d-trinl-gear",2020,"El",408
"Polestar","2",24800,NA,542,"Automatgear","El

169 kW

231 HK",299900,"Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4800573-brugt-polestar-2-long-range",2020,"El",231
"Polestar","2",22000,19.4,487,"Automatgear","El

300 kW

408 HK",359900,"Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4798949-brugt-polestar-2-el-long-range-plus-awd-408hk-5d-aut",2020,"El",408
"Polestar","2",5200,NA,542,"Automatgear","El

169 kW

231 HK",309700,"Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4791901-brugt-polestar-2-long-range",2020,"El",231
"Polestar","2",5800,NA,542,"Automatgear","El

169 kW

231 HK",329900,"Yes","No","No","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4792332-brugt-polestar-2-long-range",2020,"El",231
"Polestar","2",32000,NA,442,"Automatgear","El

300 kW

408 HK",309900,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4808751-brugt-polestar-2-performance-awd",2020,"El",408
"Polestar","2",78000,NA,442,"Automatgear","El

300 kW

408 HK",299900,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4799086-brugt-polestar-2-performance-awd",2020,"El",408
"Polestar","2",33000,17.1,440,"Automatgear","El

164 kW

224 HK",254700,"Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4829017-brugt-polestar-2-standard-range",2020,"El",224
"Polestar","2",41000,NA,540,"Automatgear","El

169 kW

231 HK",299000,"Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4760905-brugt-polestar-2-long-range",2020,"El",231
"Polestar","2",69000,19.2,471,"Automatgear","El

300 kW

408 HK",289800,"Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4800220-brugt-polestar-2-long-range-awd",2020,"El",408
"Polestar","2",70000,NA,540,"Automatgear","El

169 kW

231 HK",274700,"Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","No","https://www.autouncle.dk/da/d/4803872-brugt-polestar-2-long-range",2020,"El",231
"Polestar","2",36000,17.1,440,"Automatgear","El

164 kW

224 HK",260000,"Yes","No","No","Yes","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4822281-brugt-polestar-2-standard-range",2020,"El",224
"Polestar","2",57000,19.2,471,"Automatgear","El

300 kW

408 HK",289900,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4820892-brugt-polestar-2-long-range-awd",2020,"El",408
"Polestar","2",44000,19.2,471,"Automatgear","El

300 kW

408 HK",319900,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4798578-brugt-polestar-2-long-range-awd",2020,"El",408
"Polestar","2",137000,19.2,471,"Automatgear","El

300 kW

408 HK",239700,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4736893-brugt-polestar-2-long-range-awd",2020,"El",408
"Polestar","2",17750,NA,482,"Automatgear","El

300 kW

408 HK",309900,"Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No","No","Yes","https://www.autouncle.dk/da/d/4793114-brugt-polestar-2-long-range-awd",2020,"El",408
"Polestar","2",76000,19.2,471,"Automatgear","El

300 kW

408 HK",274900,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","No","Yes","https://www.autouncle.dk/da/d/4685787-brugt-polestar-2-long-range-awd",2020,"El",408
"Polestar","2",42675,19.4,487,"Automatgear","El

300 kW

408 HK",334900,"Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4680551-brugt-polestar-2-performance-awd-5dsporgsmal-fa-hurtigt-svar",2020,"El",408
"Polestar","2",4000,19.8,468,"Automatgear","El

350 kW

476 HK",399900,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4809448-brugt-polestar-2-performance-awd",2020,"El",476
"Polestar","2",49500,17.1,440,"Automatgear","El

164 kW

224 HK",279900,"Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4813020-brugt-polestar-2-pre",2020,"El",224
"Polestar","2",19000,NA,414,"Automatgear","El

164 kW

224 HK",289900,"Yes","No","No","Yes","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4772223-brugt-polestar-2-standard-range",2020,"El",224
"Polestar","2",19000,NA,414,"Automatgear","El

164 kW

224 HK",299900,"Yes","No","No","Yes","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4772224-brugt-polestar-2-standard-range",2020,"El",224
"Polestar","2",6000,19.8,468,"Automatgear","El

350 kW

476 HK",419900,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4809443-brugt-polestar-2-performance-awd",2020,"El",476
"Polestar","2",188000,19.2,471,"Automatgear","El

300 kW

408 HK",249700,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4677197-brugt-polestar-2-long-range-awd",2020,"El",408
"Polestar","2",27000,NA,540,"Automatgear","El

169 kW

231 HK",324999,"Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","Yes","https://www.autouncle.dk/da/d/4811963-brugt-polestar-2-long-range",2020,"El",231
"Polestar","2",30000,17.1,440,"Automatgear","El

164 kW

224 HK",309900,"Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4795994-brugt-polestar-2-el-standard-range-224hk-5d-aut",2020,"El",224
"Polestar","2",6000,19.4,487,"Automatgear","El

300 kW

408 HK",394900,"Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4612307-brugt-polestar-2-el-long-range-plus-awd-408hk-5d-trinl-gear",2020,"El",408
"Polestar","2",45670,17.1,440,"Automatgear","El

164 kW

224 HK",289900,"Yes","No","No","No","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4695917-brugt-polestar-2-standard-range",2020,"El",224
"Polestar","2",15000,17.1,551,"Automatgear","El

169 kW

231 HK",389900,"Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4715207-brugt-polestar-2-el-long-range-plus-231hk-5d-trinl-gear",2020,"El",231
"Polestar","2",12000,17.1,551,"Automatgear","El

169 kW

231 HK",389900,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4691713-brugt-polestar-2-el-long-range-plus-231hk-5d-trinl-gear",2020,"El",231
"Polestar","2",22000,19.4,487,"Automatgear","El

300 kW

408 HK",379900,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4691196-brugt-polestar-2-el-long-range-plus-awd-408hk-5d-trinl-gear",2020,"El",408
"Polestar","2",12000,19.4,487,"Automatgear","El

300 kW

408 HK",404900,"Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4691711-brugt-polestar-2-el-long-range-plus-awd-408hk-5d-trinl-gear",2020,"El",408
"Polestar","2",30000,19.4,483,"Automatgear","El

300 kW

408 HK",353980,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4321797-brugt-polestar-2-long-range-dual-motor-408-hk-performanceleasingforslag",2020,"El",408
"Polestar","2",7000,19.4,483,"Automatgear","El

300 kW

408 HK",369900,"Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4212332-brugt-polestar-2-long-range-awd",2020,"El",408
"Polestar","2",11000,19.4,483,"Automatgear","El

300 kW

408 HK",389700,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4135967-brugt-polestar-2-long-range-awd",2020,"El",408
"Polestar","2",64000,NA,445,"Automatgear","El

300 kW

408 HK",299900,"Yes","No","Yes","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4809316-brugt-polestar-2-long-range-awd",2020,"El",408
"Polestar","2",80100,17.1,551,"Automatgear","El

169 kW

231 HK",262900,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4809492-brugt-polestar-2-pre",2020,"El",231
"Polestar","2",5000,17.1,551,"Automatgear","El

169 kW

231 HK",319900,"Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4823970-brugt-polestar-2-el-long-range-single-motor-231hk-5d-aut",2020,"El",231
"Polestar","2",29000,14.9,654,"Automatgear","El

219 kW

299 HK",289900,"Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4809666-brugt-polestar-2-el-long-range-single-motor-299hk-5d-aut",2020,"El",299
"Polestar","2",22000,19.4,487,"Automatgear","El

300 kW

408 HK",399900,"Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4505323-brugt-polestar-2-399-900-kr-el-long-range-awd-408hk-5d-trinl-gear",2020,"El",408
"Polestar","2",29000,19.4,487,"Automatgear","El",289900,"Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4821471-brugt-polestar-2-long-range-5d",2022,"El",NA
"Polestar","2",17000,NA,444,"Automatgear","El

164 kW

224 HK",269900,"Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4832194-brugt-polestar-2-standard-range",2020,"El",224
"Polestar","2",6000,14.9,654,"Automatgear","El

219 kW

299 HK",419900,"Yes","No","No","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4770902-brugt-polestar-2-el-long-range-single-motor-299hk-5d-aut",2020,"El",299
"Polestar","2",7000,14.9,654,"Automatgear","El

219 kW

299 HK",409900,"Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4830938-brugt-polestar-2-el-long-range-single-motor-299hk-5d-aut",2020,"El",299
"Porsche","Taycan",44000,NA,456,"Automatgear","El

279 kW

380 HK",799900,"Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes","https://www.autouncle.dk/da/d/4798430-brugt-porsche-taycan-4-performance-cross-turismo",2020,"El",380
"Porsche","Taycan",15000,NA,433,"Automatgear","El

239 kW

326 HK",789700,"Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","https://www.autouncle.dk/da/d/4509949-brugt-porsche-taycan-sport-turismo",2020,"El",326
"Porsche","Taycan",46000,NA,456,"Automatgear","El

279 kW

380 HK",819900,"Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","https://www.autouncle.dk/da/d/4753650-brugt-porsche-taycan-4-performance-cross-turismo",2020,"El",380
"Porsche","Taycan",35000,NA,432,"Automatgear","El

279 kW

380 HK",649000,"Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4800173-brugt-porsche-taycan-performance",2020,"El",380
"Porsche","Taycan",19000,NA,485,"Automatgear","El

279 kW

380 HK",749900,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4827094-brugt-porsche-taycan-performance",2020,"El",380
"Porsche","Taycan",56000,NA,464,"Automatgear","El

360 kW

490 HK",859900,"Yes","No","No","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","https://www.autouncle.dk/da/d/4756648-brugt-porsche-taycan-4s-performance",2020,"El",490
"Porsche","Taycan",43000,NA,452,"Automatgear","El

360 kW

490 HK",950000,"Yes","No","Yes","No","No","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4827920-brugt-porsche-taycan-4s-cross-turismo",2020,"El",490
"Porsche","Taycan",39000,NA,464,"Automatgear","El

360 kW

490 HK",899000,"Yes","No","No","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4668287-brugt-porsche-taycan-4s-performance",2020,"El",490
"Porsche","Taycan",50000,NA,453,"Automatgear","El

459 kW

625 HK",1050000,"Yes","No","No","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.autouncle.dk/da/d/4741896-brugt-porsche-taycan-turbo",2020,"El",625
"Porsche","Taycan",55000,NA,456,"Automatgear","El

279 kW

380 HK",779900,"Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","https://www.autouncle.dk/da/d/4802131-brugt-porsche-taycan-4-performance-cross-turismo",2020,"El",380
"Porsche","Taycan",65000,NA,419,"Automatgear","El

459 kW

625 HK",1499900,"Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","Yes","https://www.autouncle.dk/da/d/4713526-brugt-porsche-taycan-turbo-s-cross-turismo",2020,"El",625
"Renault","Mégane",4500,NA,450,"Automatgear","El

161 kW

220 HK",269900,"Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","https://www.autouncle.dk/da/d/4824115-brugt-renault-megane-iv-60-techno",2020,"El",220
"Renault","Mégane",4200,NA,450,"Automatgear","El

161 kW

220 HK",269900,"Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","https://www.autouncle.dk/da/d/4824114-brugt-renault-megane-iv-60-techno",2020,"El",220
"Renault","Mégane",7100,NA,450,"Automatgear","El

161 kW

220 HK",269900,"Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","https://www.autouncle.dk/da/d/4824113-brugt-renault-megane-iv-60-techno",2020,"El",220
"Renault","Zoe",29500,17.7,385,"Automatgear","El

100 kW

136 HK",129900,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","https://www.autouncle.dk/da/d/4833515-brugt-renault-zoe-zoe",2020,"El",136
"Renault","Mégane",5800,NA,450,"Automatgear","El

161 kW

220 HK",269800,"Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","https://www.autouncle.dk/da/d/4832680-brugt-renault-megane-iv-60-techno",2020,"El",220
"Renault","Mégane",3300,NA,450,"Automatgear","El

161 kW

220 HK",269800,"Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","https://www.autouncle.dk/da/d/4832678-brugt-renault-megane-iv-60-techno",2020,"El",220
"Renault","Mégane",3800,NA,450,"Automatgear","El

161 kW

220 HK",267800,"Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","https://www.autouncle.dk/da/d/4832677-brugt-renault-megane-iv-60-techno",2020,"El",220
