KM Driven,Km/L,Range (Electric),Gear,Price,GPS,Trailer Hitch,4WD,Parkingsensor,Cruise Control,Antispin,ESP,El-SÃ¦der,Leather Interior,Glass Roof,Headup Display,Isofix,KlimaanlÃ¦g,KÃ¸recomputer,Regnsensor,Soltag,Sports Package,Seatwarmer,Xenon Lights,Non-Smoker,One-Owner,Service OK,Nysynet,Demo Car,Partly Leather Interior,CVR/Engros,Full Leather,Adaptive Cruise Control,Link,Year,Brand,Model,Horsepower,Segment,Fuel_Type_Benzin,Fuel_Type_Diesel,Fuel_Type_El,Fuel_Type_Hybrid
59000,15.0,484.0,Automatgear,172700,1,0,0,1,0,1,1,0,0,0,0,1,1,No,0,0,0,0,0,0,1,0,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4796400-brugt-hyundai-kona-64-ev-style,2020.0,Hyundai,Kona,204.0,Mid-Range,False,False,True,False
50000,15.0,484.0,Automatgear,173700,1,0,0,1,0,1,1,0,0,0,0,1,1,No,0,0,0,0,0,0,1,0,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4796388-brugt-hyundai-kona-64-ev-style,2020.0,Hyundai,Kona,204.0,Mid-Range,False,False,True,False
31000,15.0,449.0,Automatgear,184700,1,0,0,1,0,1,1,1,0,0,1,1,1,No,0,0,0,0,0,0,1,0,0,1,0,1,0,1,https://www.autouncle.dk/da/d/4781146-brugt-hyundai-kona-64-ev-premium,2019.0,Hyundai,Kona,204.0,Mid-Range,False,False,True,False
69000,16.0,449.0,Automatgear,169700,1,0,0,1,0,1,1,0,0,0,0,1,1,No,0,0,0,1,0,0,1,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4781141-brugt-hyundai-kona-64-ev-trend,2020.0,Hyundai,Kona,204.0,Mid-Range,False,False,True,False
49000,16.0,449.0,Automatgear,174700,1,0,0,1,1,1,1,0,0,0,0,1,1,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4781138-brugt-hyundai-kona-64-ev-style,2020.0,Hyundai,Kona,204.0,Mid-Range,False,False,True,False
59000,14.0,305.0,Automatgear,136700,1,0,0,1,1,1,1,0,0,0,0,1,1,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4741706-brugt-hyundai-kona-39-ev-advanced,2020.0,Hyundai,Kona,136.0,Economy,False,False,True,False
46000,15.0,449.0,Automatgear,179700,1,0,0,1,0,1,1,1,1,0,1,1,1,No,1,0,0,0,0,1,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4734120-brugt-hyundai-kona-64-ev-premium,2019.0,Hyundai,Kona,204.0,Mid-Range,False,False,True,False
41000,16.0,449.0,Automatgear,177700,1,0,0,1,0,1,1,0,0,0,0,1,1,No,0,0,0,0,0,0,1,0,1,1,0,1,0,1,https://www.autouncle.dk/da/d/4675802-brugt-hyundai-kona-64-ev-style,2020.0,Hyundai,Kona,204.0,Mid-Range,False,False,True,False
14000,16.0,384.0,Automatgear,279900,1,0,0,1,1,1,1,0,0,0,0,1,1,No,1,0,0,0,0,0,1,1,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4821035-brugt-hyundai-ioniq-5-58-dynamiq,2021.0,Hyundai,Ioniq,170.0,Mid-Range,False,False,True,False
11000,15.0,484.0,Automatgear,259900,1,1,0,1,1,0,1,0,0,0,1,1,1,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,https://www.autouncle.dk/da/d/4681029-brugt-hyundai-kona-kona-el-advanced-204hk-5d-trinl-gearel-advanced-204hk-5d-trinl-gear,2022.0,Hyundai,Kona,204.0,Mid-Range,False,False,True,False
38000,15.0,484.0,Automatgear,219900,1,1,0,1,1,0,1,0,0,0,1,1,1,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4626722-brugt-hyundai-kona-kona-el-advanced-204hk-5d-trinl-gearel-advanced-204hk-5d-trinl-gear,2021.0,Hyundai,Kona,204.0,Mid-Range,False,False,True,False
22000,14.0,311.0,Automatgear,169900,1,0,0,0,1,0,0,0,0,0,0,1,1,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4803936-brugt-hyundai-ioniq-ev-premium,2021.0,Hyundai,Ioniq,136.0,Mid-Range,False,False,True,False
1000,17.0,507.0,Automatgear,349900,1,0,0,0,1,0,0,0,0,0,0,1,1,No,1,0,0,0,0,0,1,1,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4797146-ny-hyundai-ioniq-5-electric-77-4-kwh-essential-229hk-5d-trinl-gear,2023.0,Hyundai,Ioniq,229.0,Premium,False,False,True,False
2000,17.0,507.0,Automatgear,344900,1,0,1,1,0,0,0,0,0,0,0,1,1,No,1,0,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4577553-ny-hyundai-ioniq-5-77-essential,2023.0,Hyundai,Ioniq,229.0,Premium,False,False,True,False
2000,14.0,614.0,Automatgear,389900,1,0,0,0,1,0,0,0,0,0,1,1,1,No,1,0,0,0,0,0,1,1,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4680910-ny-hyundai-ioniq-6-el-advanced-229hk-aut,2023.0,Hyundai,Ioniq,229.0,Premium,False,False,True,False
2000,15.0,484.0,Automatgear,299900,1,0,0,1,0,1,1,1,0,0,0,1,1,No,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4634551-ny-hyundai-kona-64-ev-advanced,2023.0,Hyundai,Kona,204.0,Premium,False,False,True,False
17000,16.0,384.0,Automatgear,289900,1,0,0,1,0,1,1,1,0,0,0,1,1,No,1,0,0,0,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4282573-brugt-hyundai-ioniq-5-58-dynamiq,2021.0,Hyundai,Ioniq,170.0,Premium,False,False,True,False
23000,15.0,449.0,Automatgear,214900,1,1,0,1,0,1,1,1,0,0,0,1,1,No,1,0,0,1,0,0,1,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4657048-brugt-hyundai-kona-64-ev-style,2021.0,Hyundai,Kona,204.0,Mid-Range,False,False,True,False
6610,15.0,484.0,Automatgear,289900,1,0,0,1,1,1,1,0,0,0,0,1,1,No,1,0,0,0,0,0,1,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4767126-brugt-hyundai-kona-el-advanced-204hk-5d-trinl-gear,2023.0,Hyundai,Kona,204.0,Premium,False,False,True,False
5000,17.0,507.0,Automatgear,369900,1,0,0,1,1,0,1,0,0,0,1,1,1,No,1,0,0,0,0,0,1,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4767116-brugt-hyundai-ioniq-5-electric-77-4-kwh-advanced-229hk-5d-trinl-gear,2023.0,Hyundai,Ioniq,229.0,Premium,False,False,True,False
29000,16.0,449.0,Automatgear,212900,1,0,0,1,1,1,1,1,1,0,1,1,1,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4767341-brugt-hyundai-kona-64-ev-premium,2020.0,Hyundai,Kona,204.0,Mid-Range,False,False,True,False
69600,16.0,449.0,Automatgear,204900,1,0,0,1,0,1,1,1,1,0,1,1,1,No,1,0,0,1,1,0,1,1,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4596821-brugt-hyundai-kona-64-ev-premium,2020.0,Hyundai,Kona,204.0,Mid-Range,False,False,True,False
45000,16.0,449.0,Automatgear,214900,1,0,0,1,0,1,1,1,1,0,1,1,1,No,1,0,0,1,1,0,1,1,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4640881-brugt-hyundai-kona-64-ev-premium,2020.0,Hyundai,Kona,204.0,Mid-Range,False,False,True,False
7000,15.0,484.0,Automatgear,259900,0,0,0,1,1,0,0,0,0,0,0,1,1,No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4724972-brugt-hyundai-kona-64-ev-essential,2022.0,Hyundai,Kona,204.0,Mid-Range,False,False,True,False
3000,17.0,507.0,Automatgear,384900,1,0,1,1,0,1,0,1,0,1,1,1,1,No,1,0,0,1,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4569711-brugt-hyundai-ioniq-5-77-ultimate,2023.0,Hyundai,Ioniq,229.0,Premium,False,False,True,False
35000,18.0,462.0,Automatgear,359900,1,0,1,1,0,1,1,1,0,0,1,1,0,No,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4650742-brugt-hyundai-ioniq-5-73-ultimate-awd,2021.0,Hyundai,Ioniq,306.0,Premium,False,False,True,False
20000,17.0,507.0,Automatgear,339900,1,1,0,1,0,1,1,0,0,1,1,1,1,No,1,0,0,0,1,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4825560-brugt-hyundai-ioniq-5-electric-77-4-kwh-essential-229hk-5d-aut,2023.0,Hyundai,Ioniq,229.0,Premium,False,False,True,False
26000,17.0,485.0,Automatgear,359800,1,0,0,1,0,1,1,0,0,0,0,1,1,No,1,0,0,1,0,0,1,1,1,1,0,1,0,1,https://www.autouncle.dk/da/d/4303667-brugt-hyundai-ioniq-5-73-essential,2022.0,Hyundai,Ioniq,217.0,Premium,False,False,True,False
20000,14.0,305.0,Automatgear,154800,1,0,0,1,0,0,0,0,0,0,1,1,1,No,0,0,0,0,0,0,1,1,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4829521-brugt-hyundai-kona-39-ev-style,2020.0,Hyundai,Kona,136.0,Mid-Range,False,False,True,False
46500,14.0,311.0,Automatgear,184900,1,0,0,1,0,1,1,1,1,0,0,1,1,No,1,1,0,0,0,0,1,1,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4794778-brugt-hyundai-ioniq-ev-premium,2020.0,Hyundai,Ioniq,136.0,Mid-Range,False,False,True,False
60000,15.0,484.0,Automatgear,204900,1,0,0,1,0,1,1,0,0,0,0,1,1,No,0,0,0,1,1,0,1,1,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4594025-brugt-hyundai-kona-64-ev-style,2020.0,Hyundai,Kona,204.0,Mid-Range,False,False,True,False
30000,15.0,484.0,Automatgear,219900,1,0,0,1,0,1,1,0,0,0,1,1,1,No,1,0,0,1,1,0,1,1,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4584871-brugt-hyundai-kona-64-ev-style,2020.0,Hyundai,Kona,204.0,Mid-Range,False,False,True,False
47000,15.0,449.0,Automatgear,204900,1,0,0,1,0,1,1,0,0,0,0,1,1,No,0,0,0,1,1,0,1,1,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4584656-brugt-hyundai-kona-64-ev-style,2020.0,Hyundai,Kona,204.0,Mid-Range,False,False,True,False
51000,15.0,484.0,Automatgear,249900,1,0,0,1,0,1,1,1,0,0,0,1,1,No,1,1,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4650504-brugt-hyundai-kona-64-ev-premium,2021.0,Hyundai,Kona,204.0,Mid-Range,False,False,True,False
9000,15.0,484.0,Automatgear,299900,1,0,0,0,1,0,0,0,0,0,1,1,0,No,1,0,0,0,0,0,1,1,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4801489-brugt-hyundai-kona-el-ultimate-204hk-5d-trinl-gear,2022.0,Hyundai,Kona,204.0,Premium,False,False,True,False
8000,16.0,507.0,Automatgear,374900,1,0,1,1,0,0,0,1,0,0,1,1,1,No,1,0,0,1,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4646240-brugt-hyundai-ioniq-5-77-advanced,2023.0,Hyundai,Ioniq,229.0,Premium,False,False,True,False
10000,16.0,507.0,Automatgear,389900,1,0,1,1,0,0,0,0,0,1,1,0,1,No,1,0,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4780098-brugt-hyundai-ioniq-5-77-ultimate,2023.0,Hyundai,Ioniq,229.0,Premium,False,False,True,False
8000,16.0,507.0,Automatgear,389900,1,0,1,1,0,0,0,0,0,1,1,0,1,No,1,0,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4753199-brugt-hyundai-ioniq-5-77-ultimate,2023.0,Hyundai,Ioniq,229.0,Premium,False,False,True,False
24000,15.0,484.0,Automatgear,289900,1,0,0,0,1,0,0,0,0,0,1,1,0,No,1,0,0,0,0,0,1,1,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4788533-brugt-hyundai-kona-el-ultimate-204hk-5d-trinl-gear,2022.0,Hyundai,Kona,204.0,Premium,False,False,True,False
6000,17.0,481.0,Automatgear,389700,1,0,0,1,1,1,0,1,1,0,1,1,1,No,1,0,0,0,0,0,1,1,1,1,0,0,0,0,https://www.autouncle.dk/da/d/4151043-brugt-hyundai-ioniq-5-73-ultimate,2022.0,Hyundai,Ioniq,217.0,Premium,False,False,True,False
3000,17.0,507.0,Automatgear,395000,1,0,0,0,1,0,0,0,0,0,1,1,1,No,1,0,0,0,0,0,1,1,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4680920-brugt-hyundai-ioniq-5-electric-77-4-kwh-advanced-229hk-5d-trinl-gear,2023.0,Hyundai,Ioniq,229.0,Premium,False,False,True,False
45000,16.0,305.0,Automatgear,224900,1,0,0,1,1,1,1,1,0,0,1,1,1,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4829601-brugt-hyundai-kona-64-ev-essential,2022.0,Hyundai,Kona,204.0,Mid-Range,False,False,True,False
3000,15.0,514.0,Automatgear,319900,1,0,0,1,1,0,1,0,0,0,0,1,1,No,1,0,0,0,0,0,1,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4767124-brugt-hyundai-kona-electric-65-4-kwh-essential-long-range-217hk-5d-aut,2023.0,Hyundai,Kona,217.0,Premium,False,False,True,False
4000,15.0,512.0,Automatgear,349900,1,0,0,1,0,1,1,1,0,0,1,1,1,No,1,0,0,0,1,0,0,0,0,0,0,1,0,1,https://www.autouncle.dk/da/d/4610090-brugt-hyundai-kona-65-ev-ultimate,2023.0,Hyundai,Kona,217.0,Premium,False,False,True,False
3000,15.0,512.0,Automatgear,304900,1,0,0,0,0,1,0,0,0,0,0,1,1,No,0,0,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4706343-brugt-hyundai-kona-65-ev-essential,2023.0,Hyundai,Kona,217.0,Premium,False,False,True,False
132000,12.0,437.0,Automatgear,599995,1,0,1,1,1,1,1,0,1,1,0,1,1,No,1,1,0,1,0,1,0,0,0,0,1,0,0,0,https://www.autouncle.dk/da/d/4576877-brugt-jaguar-xf-p380-s-aut-awd,2017.0,Jaguar,XF,380.0,Luxury,True,False,False,False
126000,19.0,437.0,Automatgear,195000,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4818263-brugt-jaguar-xf-2-2-2-2-d,2011.0,Jaguar,XF,188.0,Mid-Range,False,True,False,False
89000,23.0,437.0,Automatgear,269500,1,0,0,1,1,1,1,1,0,0,0,1,1,No,1,0,0,1,0,1,1,0,1,1,0,0,0,0,https://www.autouncle.dk/da/d/4672815-brugt-jaguar-xf-d180-portfolio-aut,2018.0,Jaguar,XF,180.0,Mid-Range,False,True,False,False
92000,16.0,437.0,Automatgear,239800,1,1,0,1,1,1,0,0,0,0,0,0,1,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4516481-brugt-jaguar-xe-2-0-p200-prestige-aut,2018.0,Jaguar,XE,200.0,Mid-Range,True,False,False,False
184000,24.0,437.0,Automatgear,179900,1,0,0,1,1,1,1,1,0,0,0,1,1,No,1,0,0,1,0,1,1,0,0,0,1,1,0,0,https://www.autouncle.dk/da/d/4766185-brugt-jaguar-xe-2-0-d180-r-sport-aut,2015.0,Jaguar,XE,180.0,Mid-Range,False,True,False,False
135000,16.0,437.0,Automatgear,199900,0,0,0,1,1,1,1,1,1,0,0,1,1,No,1,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.autouncle.dk/da/d/4570488-brugt-jaguar-xf-3-0-d-v6-s-luxury-aut,2012.0,Jaguar,XF,275.0,Mid-Range,False,True,False,False
223000,10.0,437.0,Automatgear,119900,1,0,0,1,1,1,1,1,1,0,0,1,1,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4825809-brugt-jaguar-xf-3-0-premium-luxury-aut,2008.0,Jaguar,XF,238.0,Economy,True,False,False,False
146000,11.0,437.0,Automatgear,599995,1,0,0,1,1,0,0,0,0,1,0,1,1,No,1,0,0,1,0,1,0,0,1,0,1,0,0,0,https://www.autouncle.dk/da/d/4641485-brugt-jaguar-f-type-3-0-s-c-s-coupe-aut,2014.0,Jaguar,F-Type,380.0,Luxury,True,False,False,False
85000,9.0,437.0,Automatgear,119900,1,0,0,0,1,1,1,1,1,0,0,1,1,No,0,0,0,0,0,0,1,0,1,1,0,0,1,0,https://www.autouncle.dk/da/d/4828860-brugt-jaguar-s-type-3-0-deluxe-aut,2009.0,Jaguar,S-Type,240.0,Economy,True,False,False,False
99000,13.0,437.0,Automatgear,259995,1,0,0,1,1,0,0,1,0,0,0,1,1,No,1,0,0,1,0,1,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4823526-brugt-jaguar-xe-2-0-p240-prestige-aut,2016.0,Jaguar,XE,240.0,Mid-Range,True,False,False,False
45000,22.0,437.0,Automatgear,399900,0,0,1,1,0,1,1,0,1,0,0,1,1,No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4805492-brugt-jaguar-xf-sportbrake-2-0-d180-r-sport-aut-awd,2019.0,Jaguar,XF,180.0,Premium,False,True,False,False
120700,19.0,437.0,Automatgear,299895,1,0,0,1,1,1,1,1,1,0,0,1,1,No,1,1,0,1,0,1,1,0,1,1,0,0,0,0,https://www.autouncle.dk/da/d/4804892-brugt-jaguar-xf-sportbrake-2-2-d-s-r-sport-aut,2015.0,Jaguar,XF,200.0,Premium,False,True,False,False
191000,19.0,437.0,Automatgear,219995,1,0,1,0,1,0,0,1,0,1,1,1,1,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4793202-brugt-jaguar-f-pace-2-0-d180-r-sport-aut-awd-van,2016.0,Jaguar,F-Pace,180.0,Mid-Range,False,True,False,False
55000,14.0,437.0,Automatgear,399900,1,0,1,1,1,1,1,1,0,0,0,1,1,No,1,0,0,1,1,0,1,0,1,1,0,0,0,0,https://www.autouncle.dk/da/d/4682610-brugt-jaguar-e-pace-p200-s-aut-awd,2019.0,Jaguar,E-Pace,200.0,Premium,True,False,False,False
109000,24.0,437.0,Automatgear,299900,1,0,0,1,1,1,1,1,1,1,0,1,1,No,1,1,0,1,0,1,1,0,0,0,1,0,0,0,https://www.autouncle.dk/da/d/4321819-brugt-jaguar-xe-2-0-d180-r-sport-aut,2017.0,Jaguar,XE,180.0,Premium,False,True,False,False
88000,9.0,437.0,Automatgear,190000,1,0,0,1,1,1,1,1,0,0,0,0,1,No,1,1,0,0,0,1,1,0,1,0,1,0,0,0,https://www.autouncle.dk/da/d/4477703-brugt-jaguar-xjr-4-2-aut,2007.0,Jaguar,XJR,400.0,Mid-Range,True,False,False,False
68000,18.0,437.0,Automatgear,249700,1,0,1,1,1,1,1,1,0,0,0,1,1,No,1,0,0,1,1,0,0,0,0,1,0,0,0,0,https://www.autouncle.dk/da/d/4576772-brugt-jaguar-e-pace-2-0-d150-aut-awd,2018.0,Jaguar,E-Pace,150.0,Mid-Range,False,True,False,False
298000,9.0,437.0,Automatgear,99900,1,0,0,1,1,1,1,1,1,0,0,0,1,No,0,1,0,0,0,0,1,0,0,0,1,0,0,0,https://www.autouncle.dk/da/d/4450535-brugt-jaguar-s-type-4-2-sport-aut,2003.0,Jaguar,S-Type,300.0,Economy,True,False,False,False
105000,13.0,437.0,Automatgear,124900,1,0,0,1,1,0,1,0,0,0,0,1,1,No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4780391-brugt-jaguar-xf-2-7-v6-luxery-207hk-6g-aut,2009.0,Jaguar,XF,207.0,Economy,False,True,False,False
45000,22.0,441.0,Automatgear,479900,1,1,1,1,1,0,0,1,1,0,1,0,1,No,1,0,0,0,1,0,1,1,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4832165-brugt-jaguar-i-pace-400ps-5-doors-awd-a,2021.0,Jaguar,I-Pace,400.0,Luxury,False,False,True,False
71000,20.0,437.0,Manuelt gear,220000,1,0,0,1,1,0,0,1,0,0,0,0,1,No,1,0,0,1,1,0,1,1,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4779688-brugt-jaguar-e-pace-2-0l-t-c-150ps-5-doors-2wd-m,2018.0,Jaguar,E-Pace,150.0,Mid-Range,False,True,False,False
61000,14.0,437.0,Automatgear,449500,1,0,1,1,1,1,1,0,1,1,0,1,1,No,1,1,0,0,0,0,1,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4748878-brugt-jaguar-f-pace-2-0-p250-portfolio-aut-awd,2018.0,Jaguar,F-Pace,250.0,Premium,True,False,False,False
49000,11.0,437.0,Automatgear,170800,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4781717-brugt-jaguar-xjs-cabriolet,1990.0,Jaguar,XJS,299.1818181818182,Mid-Range,True,False,False,False
71783,11.0,437.0,Automatgear,199500,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,1,0,0,0,0,0,0,0,1,0,0,0,0,https://www.autouncle.dk/da/d/4779844-brugt-jaguar-xk8-4-0-convertible-aut,1997.0,Jaguar,XK8,294.0,Mid-Range,True,False,False,False
123200,8.0,437.0,Automatgear,249000,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4487781-brugt-jaguar-xk-4-0-convertible-aut,2000.0,Jaguar,XK,363.0,Mid-Range,True,False,False,False
174000,8.0,437.0,Automatgear,230000,0,0,0,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4672755-brugt-jaguar-xj8-4-0-sovereign-x308,1998.0,Jaguar,XJ8,285.0,Mid-Range,True,False,False,False
106097,11.0,437.0,Automatgear,295000,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4659761-brugt-jaguar-xkr-5-0l,2010.0,Jaguar,XKR,510.0,Premium,True,False,False,False
177000,11.0,437.0,Automatgear,210000,0,0,0,0,0,0,0,0,1,0,0,0,0,No,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.autouncle.dk/da/d/4545322-brugt-jaguar-xk8-t-cabriolet,1997.0,Jaguar,XK8,284.0,Mid-Range,True,False,False,False
122654,11.0,437.0,Automatgear,235000,0,0,0,0,1,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,1,1,0,0,0,0,https://www.autouncle.dk/da/d/4499033-brugt-jaguar-xk8-cabriolet,1997.0,Jaguar,XK8,294.0,Mid-Range,True,False,False,False
47000,11.0,437.0,Automatgear,285000,0,0,0,0,1,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,1,1,1,0,0,0,0,https://www.autouncle.dk/da/d/4467269-brugt-jaguar-xjs-coupe,1991.0,Jaguar,XJS,225.0,Mid-Range,True,False,False,False
165000,11.0,437.0,Automatgear,225000,0,0,0,0,1,1,0,0,1,0,0,0,0,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/3260364-brugt-jaguar-xkr-xk4-0,2000.0,Jaguar,XKR,375.0,Mid-Range,True,False,False,False
300200,11.0,437.0,Automatgear,100000,0,0,0,0,1,0,0,0,1,0,0,0,0,No,0,0,0,0,0,0,0,0,1,1,0,0,0,0,https://www.autouncle.dk/da/d/3962670-brugt-jaguar-xk8-coupe-4-0,1997.0,Jaguar,XK8,300.0,Economy,True,False,False,False
99000,11.0,437.0,Automatgear,99500,0,0,0,0,0,0,0,0,1,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4139671-brugt-jaguar-xj6-3-2l-xj40,1993.0,Jaguar,XJ6,236.0,Economy,True,False,False,False
159000,8.0,437.0,Automatgear,220000,0,0,0,0,1,0,0,0,0,0,0,0,1,No,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.autouncle.dk/da/d/3965096-brugt-jaguar-xk8-cabriolet,1996.0,Jaguar,XK8,294.0,Mid-Range,True,False,False,False
120000,13.0,437.0,Automatgear,199900,1,0,0,1,1,1,1,1,1,0,0,1,1,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/2959716-brugt-jaguar-xf-2-7-d-v6-luxury-aut,2008.0,Jaguar,XF,207.0,Mid-Range,False,True,False,False
119000,11.0,437.0,Automatgear,239500,0,0,0,0,0,0,0,0,1,0,0,0,1,No,0,0,0,0,0,0,1,0,0,1,0,0,0,0,https://www.autouncle.dk/da/d/3423537-brugt-jaguar-xk8-4-0-convertible-aut,1997.0,Jaguar,XK8,294.0,Mid-Range,True,False,False,False
151000,11.0,437.0,Automatgear,139900,0,0,0,0,1,0,0,0,1,0,0,0,1,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/3412363-brugt-jaguar-xj6-4-0,1998.0,Jaguar,XJ6,299.1818181818182,Economy,True,False,False,False
152000,11.0,437.0,Manuelt gear,169900,0,0,0,0,1,0,0,0,1,0,0,0,1,No,0,1,0,0,0,0,1,0,1,1,0,0,0,0,https://www.autouncle.dk/da/d/3228647-brugt-jaguar-xjr-4-0-c-c-aut,1995.0,Jaguar,XJR,299.1818181818182,Mid-Range,True,False,False,False
91000,11.0,437.0,Automatgear,19500,0,0,0,0,1,0,0,0,1,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4810272-brugt-jaguar-xj6-3-2-xj40,1993.0,Jaguar,XJ6,299.1818181818182,Economy,True,False,False,False
20000,22.0,470.0,Automatgear,539900,1,0,1,1,0,1,1,1,1,1,0,1,1,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,https://www.autouncle.dk/da/d/4364813-brugt-jaguar-i-pace-ev400-se-awd,2021.0,Jaguar,I-Pace,400.0,Luxury,False,False,True,False
14000,22.0,470.0,Automatgear,539900,1,0,1,1,0,1,1,1,1,1,0,1,1,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,https://www.autouncle.dk/da/d/4364862-brugt-jaguar-i-pace-ev400-se-awd,2021.0,Jaguar,I-Pace,400.0,Luxury,False,False,True,False
56000,22.0,470.0,Automatgear,369900,1,0,1,1,0,1,1,0,0,1,0,1,1,No,1,0,0,0,1,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4758668-brugt-jaguar-i-pace-90-kwh-el-se-awd-320hk-5d-8g-aut,2021.0,Jaguar,I-Pace,320.0,Premium,False,False,True,False
54000,22.0,528.0,Automatgear,329900,1,0,1,1,0,1,1,1,1,1,0,1,1,No,1,0,0,0,0,0,0,0,1,1,1,0,0,1,https://www.autouncle.dk/da/d/4829541-brugt-jaguar-i-pace-ev400-se-awd,2018.0,Jaguar,I-Pace,400.0,Premium,False,False,True,False
