Brand,Model,KM Driven,Km/L,Gear,Price,GPS,Trailer Hitch,4WD,Parkingsensor,Cruise Control,Antispin,ESP,El-Sæder,Leather Interior,Glass Roof,Headup Display,Isofix,Klimaanlæg,Regnsensor,Soltag,Sports Package,Seatwarmer,Xenon Lights,Non-Smoker,One-Owner,Service OK,Nysynet,Demo Car,Partly Leather Interior,CVR/Engros,Full Leather,Adaptive Cruise Control,Link,Year,Fuel_Type,Horsepower
Fiat,500,149000.0,26.0,Manuelt gear,49999.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,https://www.autouncle.dk/da/d/4818797-brugt-fiat-500-0-9-twinair-turbo-lounge-80hk,2014,Benzin,80.0
Fiat,500,138000.0,26.0,Manuelt gear,59999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.autouncle.dk/da/d/4811646-brugt-fiat-500-0-9-twinair-turbo-pop-80hk,2016,Benzin,80.0
Fiat,500C,113000.0,21.0,Manuelt gear,64900.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4782749-brugt-fiat-500c-12-pop-69hk-cabr,2020,Benzin,69.0
Fiat,Grande,115000.0,17.0,Manuelt gear,32000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.autouncle.dk/da/d/4063315-brugt-fiat-grande-punto-1-2-active-3d,2020,Benzin,65.0
Fiat,Panda,131000.0,20.0,Manuelt gear,54800.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,https://www.autouncle.dk/da/d/4767554-brugt-fiat-panda-1-2-69-easy,2020,Benzin,69.0
Fiat,Punto,294000.0,18.0,Manuelt gear,17999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4752864-brugt-fiat-punto-evo-1-4-1-4-16v,2010,Benzin,77.0
Fiat,Panda,161500.0,21.0,Manuelt gear,43500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4711245-brugt-fiat-panda-0-9-0-9-60,2016,Benzin,60.0
Fiat,Panda,160000.0,26.0,Manuelt gear,46900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4147334-brugt-fiat-panda-0-9-popstar-60-a-c-5d,2015,Benzin,60.0
Fiat,500,69168.0,22.0,Manuelt gear,109900.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4513418-brugt-fiat-500-12-eco-black-friday-start-stop-69hk-3d,2020,Benzin,69.0
Fiat,500C,78563.0,26.0,Manuelt gear,104900.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4639010-brugt-fiat-500c-09-twinair-pop-start-stop-80hk-cabr,2020,Benzin,80.0
Fiat,500C,55000.0,26.0,Manuelt gear,119900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4421233-brugt-fiat-500c-twinair-80-pop,2020,Benzin,80.0
Fiat,500X,162000.0,21.0,Manuelt gear,115000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4763862-brugt-fiat-500x-1-4-mair-140,2016,Benzin,140.0
