Brand,Model,KM Driven,Km/L,Range (Electric),Gear,Price,GPS,Trailer Hitch,4WD,Parkingsensor,Cruise Control,Antispin,ESP,El-Sæder,Leather Interior,Glass Roof,Headup Display,Isofix,Klimaanlæg,Regnsensor,Soltag,Sports Package,Seatwarmer,Xenon Lights,Non-Smoker,One-Owner,Service OK,Nysynet,Demo Car,Partly Leather Interior,CVR/Engros,Full Leather,Adaptive Cruise Control,Link,Year,Fuel_Type,Horsepower
Fiat,500e,37000.0,14.0,310.0,Automatgear,149900.0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4421855-brugt-fiat-500e-icon,2020,El,118.0
Fiat,500e,50.0,14.0,331.0,Automatgear,214000.0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4808020-ny-fiat-500e-comfort-pack-cabrio,2020,El,118.0
Fiat,500e,50.0,14.0,331.0,Automatgear,214000.0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4807896-ny-fiat-500e-comfort-pack-cabrio,2020,El,118.0
Fiat,500e,110.0,14.0,310.0,Automatgear,219900.0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4745389-ny-fiat-500e-comfort-pack,2020,El,118.0
Fiat,500e,5500.0,14.0,322.0,Automatgear,174900.0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,https://www.autouncle.dk/da/d/4796651-brugt-fiat-500e-icon,2020,El,118.0
Fiat,500e,39000.0,14.0,307.0,Automatgear,159900.0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4767502-brugt-fiat-500e-icon-3-1,2020,El,118.0
Fiat,500e,46542.0,14.0,310.0,Automatgear,179500.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4772116-brugt-fiat-500e-la-prima-cabrio,2020,El,118.0
Fiat,500e,8488.0,14.0,310.0,Automatgear,199900.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4671661-brugt-fiat-500e-icon-cabrio,2020,El,118.0
Fiat,500e,1000.0,14.0,310.0,Automatgear,249900.0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4744631-ny-fiat-500e-la-prima-cabrio,2020,El,118.0
Fiat,500e,34000.0,14.0,310.0,Automatgear,184900.0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4792652-brugt-fiat-500e-el-icon-118hk-cabr-trinl-gear,2021,El,118.0
Fiat,500e,8700.0,14.0,310.0,Automatgear,199900.0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4756538-brugt-fiat-500e-el-icon-118hk-3d-trinl-gear,2020,El,118.0
Fiat,500e,12000.0,14.0,310.0,Automatgear,199900.0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4744556-brugt-fiat-500e-el-la-prima-118hk-3d-trinl-gear,2021,El,118.0
Fiat,500e,50000.0,14.0,310.0,Automatgear,184000.0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4742271-brugt-fiat-500e-comfort-pack,2020,El,118.0
Fiat,e-Scudo,1500.0,14.0,316.0,Automatgear,258800.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4832684-ny-fiat-e-scudo-75-l3h1-business,2020,El,136.0
Fiat,Doblò,300.0,14.0,278.0,Automatgear,198800.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4832682-ny-fiat-doblo-e-50-l1-primo,2020,El,136.0
Fiat,500e,350000.0,13.0,321.0,Automatgear,169700.0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.autouncle.dk/da/d/3797721-brugt-fiat-500e-red,2020,El,118.0
Fiat,500e,1000.0,14.0,310.0,Automatgear,259900.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4771047-ny-fiat-500e-la-prima-cabrio,2020,El,118.0
Fiat,500e,2500.0,14.0,310.0,Automatgear,250090.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4691321-brugt-fiat-500e-la-prima-42-kwh-118,2020,El,118.0
Fiat,500e,3900.0,14.0,331.0,Automatgear,289900.0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4781626-brugt-fiat-500e-el-la-prima-118hk-cabr-trinl-gear,2020,El,118.0
Fiat,500e,2000.0,14.0,310.0,Automatgear,249900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4781624-ny-fiat-500e-el-icon-118hk-cabr-trinl-gear,2020,El,118.0
Fiat,500e,4640.0,14.0,310.0,Automatgear,269900.0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,https://www.autouncle.dk/da/d/4672908-brugt-fiat-500e-la-prima-cabrio,2020,El,118.0
Ford,Mustang,16000.0,19.0,540.0,Automatgear,349900.0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4818414-brugt-ford-mustang-mach-e-extended-range-awd,2020,El,351.0
Ford,Mustang,18000.0,19.0,540.0,Automatgear,337900.0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4571495-brugt-ford-mustang-mach-e-56,2020,El,351.0
Ford,Mustang,65000.0,19.0,540.0,Automatgear,284900.0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4773624-brugt-ford-mustang-mach-e-56,2020,El,351.0
Ford,Mustang,17000.0,20.0,500.0,Automatgear,454900.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4801560-brugt-ford-mustang-mach-e-gt-extended-range-awd,2020,El,487.0
Ford,Mustang,33000.0,20.0,500.0,Automatgear,464444.0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,https://www.autouncle.dk/da/d/4818468-brugt-ford-mustang-mach-e-gt-extended-range-awd,2020,El,487.0
Ford,Mustang,12000.0,18.0,610.0,Automatgear,364700.0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4797567-brugt-ford-mustang-mach-e-extended-range,2020,El,294.0
Ford,Mustang,10000.0,18.0,610.0,Automatgear,364700.0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4800186-brugt-ford-mustang-mach-e-extended-range,2020,El,294.0
Ford,Mustang,36500.0,20.0,500.0,Automatgear,449900.0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,https://www.autouncle.dk/da/d/4768997-brugt-ford-mustang-mach-e-gt-extended-range-awd,2020,El,487.0
Ford,Mustang,9910.0,18.0,610.0,Automatgear,364800.0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,https://www.autouncle.dk/da/d/4793258-brugt-ford-mustang-mach-e-extended-range,2020,El,294.0
Ford,Mustang,7000.0,20.0,400.0,Automatgear,324500.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4791505-brugt-ford-mustang-mach-e-standard-range-awd,2020,El,269.0
Ford,Mustang,58000.0,16.0,610.0,Automatgear,309900.0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4794975-brugt-ford-mustang-mach-e-extended-range,2020,El,294.0
Ford,Mustang,12000.0,17.0,440.0,Automatgear,309300.0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4694408-brugt-ford-mustang-mach-e-standard-range,2020,El,269.0
Ford,Mustang,4380.0,20.0,400.0,Automatgear,329500.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4789998-brugt-ford-mustang-mach-e-standard-range-awd,2020,El,269.0
Ford,Mustang,500.0,16.0,610.0,Automatgear,339900.0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4830417-brugt-ford-mustang-mach-e-extended-range,2020,El,294.0
Ford,Mustang,9000.0,16.0,610.0,Automatgear,349900.0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4824335-brugt-ford-mustang-mach-e-extended-range,2020,El,294.0
Ford,Mustang,100.0,17.0,600.0,Automatgear,359900.0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4797383-brugt-ford-mustang-mach-e-extended-range,2020,El,294.0
Ford,Mustang,52000.0,19.0,540.0,Automatgear,359900.0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4826035-brugt-ford-mustang-mach-e-first-edition-extended-range-awd,2020,El,351.0
Ford,Mustang,119000.0,19.0,540.0,Automatgear,299900.0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4759803-brugt-ford-mustang-mach-e-extended-range-awd,2020,El,351.0
Ford,Mustang,29000.0,16.0,610.0,Automatgear,349900.0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4747080-brugt-ford-mustang-mach-e-extended-range,2020,El,294.0
Ford,Mustang,19800.0,18.0,610.0,Automatgear,364900.0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4792311-brugt-ford-mustang-mach-e-extended-range,2020,El,294.0
Ford,Mustang,13000.0,18.0,610.0,Automatgear,364900.0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4794915-brugt-ford-mustang-mach-e-extended-range,2020,El,294.0
Ford,Mustang,26000.0,17.0,440.0,Automatgear,309900.0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,https://www.autouncle.dk/da/d/4764908-brugt-ford-mustang-mach-e-el-sr-269hk-5d-trinl-gear,2020,El,269.0
Ford,Mustang,6000.0,18.0,610.0,Automatgear,376900.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4790375-brugt-ford-mustang-mach-e-extended-range,2020,El,294.0
Ford,Mustang,15130.0,18.0,610.0,Automatgear,364800.0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4786797-brugt-ford-mustang-mach-e-extended-range,2020,El,294.0
Ford,Mustang,34000.0,16.0,610.0,Automatgear,339999.0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4830582-brugt-ford-mustang-mach-e-extended-range,2020,El,294.0
Ford,Mustang,10.0,18.0,600.0,Automatgear,469900.0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4800078-ny-ford-mustang-mach-e-premium-extended-range,2020,El,294.0
Ford,Mustang,22000.0,17.0,440.0,Automatgear,309300.0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4694409-brugt-ford-mustang-mach-e-standard-range,2020,El,269.0
Ford,Mustang,8000.0,20.0,400.0,Automatgear,329500.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4757618-brugt-ford-mustang-mach-e-standard-range-awd,2020,El,269.0
Ford,Mustang,3900.0,19.0,540.0,Automatgear,399900.0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4829138-brugt-ford-mustang-mach-e-extended-range-awd,2020,El,351.0
Ford,Mustang,5000.0,19.0,540.0,Automatgear,399900.0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4829141-brugt-ford-mustang-mach-e-extended-range-awd,2020,El,351.0
Ford,Mustang,15000.0,17.0,440.0,Automatgear,324900.0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4829140-brugt-ford-mustang-mach-e-standard-range,2020,El,269.0
Ford,Mustang,29000.0,17.0,440.0,Automatgear,309900.0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4829139-brugt-ford-mustang-mach-e-standard-range,2020,El,269.0
Ford,Mustang,11000.0,17.0,600.0,Automatgear,359900.0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4819113-brugt-ford-mustang-mach-e-extended-range,2020,El,294.0
Ford,Mustang,100.0,17.0,600.0,Automatgear,379900.0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4800287-ny-ford-mustang-mach-e-extended-range,2020,El,294.0
Ford,Mustang,1000.0,17.0,600.0,Automatgear,439900.0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4812646-ny-ford-mustang-mach-e-premium-extended-range,2020,El,294.0
Ford,Mustang,100.0,17.0,600.0,Automatgear,379900.0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4774190-brugt-ford-mustang-mach-e-extended-range,2020,El,294.0
Ford,Mustang,43000.0,16.0,610.0,Automatgear,324999.0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,https://www.autouncle.dk/da/d/4765063-brugt-ford-mustang-mach-e-extended-range,2020,El,294.0
Ford,Mustang,19000.0,16.0,610.0,Automatgear,369900.0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4680977-brugt-ford-mustang-mach-e-extended-range,2020,El,294.0
Ford,Mustang,40000.0,18.0,440.0,Automatgear,299500.0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4754509-brugt-ford-mustang-mach-e-standard-range,2020,El,269.0
Ford,Mustang,49000.0,20.0,500.0,Automatgear,475100.0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,https://www.autouncle.dk/da/d/4788749-brugt-ford-mustang-mach-e-gt-ur-awd-487hk-5d,2021,El,487.0
Ford,Mustang,8000.0,17.0,600.0,Automatgear,399800.0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4827069-brugt-ford-mustang-mach-e-premium-extended-range,2020,El,294.0
Ford,Mustang,100.0,17.0,610.0,Automatgear,449500.0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4735860-ny-ford-mustang-mach-e-premium-extended-range,2020,El,294.0
Ford,Mustang,500.0,19.0,540.0,Automatgear,419900.0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4469225-brugt-ford-mustang-mach-e-extended-range-awd,2020,El,351.0
Ford,Mustang,34000.0,20.0,400.0,Automatgear,319900.0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,https://www.autouncle.dk/da/d/4682415-brugt-ford-mustang-mach-e-standard-range,2020,El,269.0
Ford,Mustang,0.0,17.0,440.0,Automatgear,409995.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4788765-ny-ford-mustang-mach-e-el-sr-269hk-5d-trinl-gear,2023,El,269.0
Ford,Mustang,7000.0,19.0,550.0,Automatgear,469900.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4595921-brugt-ford-mustang-mach-e-premium-extended-range-awd,2020,El,351.0
Ford,Mustang,18.0,17.0,440.0,Automatgear,399800.0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4577521-ny-ford-mustang-mach-e-standard-range,2020,El,269.0
Ford,Mustang,5000.0,20.0,400.0,Automatgear,374900.0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4707862-brugt-ford-mustang-mach-e-standard-range-awd,2020,El,269.0
Ford,Mustang,73000.0,17.0,440.0,Automatgear,324400.0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4534013-brugt-ford-mustang-mach-e-standard-range,2020,El,269.0
Ford,Mustang,5500.0,18.0,610.0,Automatgear,448800.0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,https://www.autouncle.dk/da/d/4645602-brugt-ford-mustang-mach-e-premium-extended-range,2020,El,294.0
Honda,e,35000.0,17.0,222.0,Automatgear,164900.0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4762716-brugt-honda-e-pre,2020,El,154.0
Honda,e,34000.0,17.0,210.0,Automatgear,169900.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4775617-brugt-honda-e-advance,2020,El,154.0
Honda,e:Ny1,1000.0,17.0,378.0,Automatgear,275000.0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://www.autouncle.dk/da/d/4791912-ny-honda-e-ny1-advance,2020,El,204.0
Hyundai,Ioniq,10000.0,18.0,462.0,Automatgear,324900.0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4807385-brugt-hyundai-ioniq-5-73-advanced-awd,2020,El,306.0
Hyundai,Ioniq,7610.0,17.0,507.0,Automatgear,4281.0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4805826-brugt-hyundai-ioniq-5-77-essential,2020,El,229.0
Hyundai,Ioniq,30000.0,18.0,462.0,Automatgear,314900.0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4815287-brugt-hyundai-ioniq-5-73-kwh-uniq-awd-306hk-5d-trinl-gear,2020,El,306.0
Hyundai,Kona,21000.0,14.0,305.0,Automatgear,174700.0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,https://www.autouncle.dk/da/d/4832595-brugt-hyundai-kona-39-ev-advanced,2020,El,136.0
Hyundai,Kona,53900.0,15.0,484.0,Automatgear,219900.0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,https://www.autouncle.dk/da/d/4830747-brugt-hyundai-kona-64-ev-ultimate,2020,El,204.0
Hyundai,Kona,24000.0,14.0,305.0,Automatgear,159700.0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4830513-brugt-hyundai-kona-39-ev-essential,2020,El,136.0
Hyundai,Kona,57000.0,15.0,484.0,Automatgear,214700.0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4830418-brugt-hyundai-kona-64-ev-ultimate,2020,El,204.0
Hyundai,Ioniq,26000.0,16.0,384.0,Automatgear,249900.0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,https://www.autouncle.dk/da/d/4798706-brugt-hyundai-ioniq-5-58-techniq,2020,El,170.0
Hyundai,Ioniq,20000.0,16.0,481.0,Automatgear,329900.0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4793706-brugt-hyundai-ioniq-5-73-ultimate,2020,El,217.0
Hyundai,Ioniq,17000.0,14.0,614.0,Automatgear,359900.0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4829600-brugt-hyundai-ioniq-6-77-ultimate,2020,El,229.0
Hyundai,Kona,6000.0,14.0,305.0,Automatgear,164700.0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4827502-brugt-hyundai-kona-39-ev-essential,2020,El,136.0
Hyundai,Kona,30000.0,15.0,484.0,Automatgear,224700.0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4821938-brugt-hyundai-kona-64-ev-advanced,2020,El,204.0
Hyundai,Kona,23000.0,15.0,484.0,Automatgear,227900.0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4821937-brugt-hyundai-kona-64-ev-advanced,2020,El,204.0
Hyundai,Kona,21000.0,14.0,305.0,Automatgear,149700.0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,https://www.autouncle.dk/da/d/4715414-brugt-hyundai-kona-39-ev-advanced,2020,El,136.0
Hyundai,Kona,20500.0,15.0,484.0,Automatgear,229900.0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4833474-brugt-hyundai-kona-el-advanced-204hk-5d-aut,2020,El,204.0
Hyundai,Kona,34000.0,15.0,484.0,Automatgear,229900.0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autouncle.dk/da/d/4833473-brugt-hyundai-kona-el-advanced-204hk-5d-aut,2020,El,204.0
Hyundai,Kona,11000.0,16.0,289.0,Automatgear,149800.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,https://www.autouncle.dk/da/d/4825519-brugt-hyundai-kona-39-ev-advanced,2020,El,136.0
Hyundai,Ioniq,25000.0,16.0,400.0,Automatgear,249900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4832284-brugt-hyundai-ioniq-5-techniq,2022,El,170.0
Hyundai,Kona,73000.0,15.0,484.0,Automatgear,189900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autouncle.dk/da/d/4828332-brugt-hyundai-kona-ev-essential,2022,El,204.0
Hyundai,Kona,45000.0,15.0,484.0,Automatgear,169700.0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4811780-brugt-hyundai-kona-64-ev-style,2020,El,204.0
Hyundai,Kona,44500.0,16.0,449.0,Automatgear,179700.0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,https://www.autouncle.dk/da/d/4820250-brugt-hyundai-kona-64-ev-premium,2020,El,204.0
Hyundai,Kona,33000.0,15.0,484.0,Automatgear,176700.0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4820247-brugt-hyundai-kona-64-ev-style,2020,El,204.0
Hyundai,Kona,75000.0,16.0,449.0,Automatgear,174700.0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,https://www.autouncle.dk/da/d/4820246-brugt-hyundai-kona-64-ev-premium,2020,El,204.0
Hyundai,Kona,63000.0,16.0,449.0,Automatgear,172700.0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,https://www.autouncle.dk/da/d/4805720-brugt-hyundai-kona-64-ev-premium,2020,El,204.0
Hyundai,Kona,21000.0,15.0,484.0,Automatgear,179700.0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://www.autouncle.dk/da/d/4796410-brugt-hyundai-kona-64-ev-style,2020,El,204.0
